CODIGO,DESCRICAO
15152,"Gorduras e óleos animais, vegetais ou de origem microbiana e produtos da sua dissociação; gorduras alimentícias elaboradas; ceras de origem animal ou vegetal.Outras gorduras e óleos vegetais (incluindo o óleo de jojoba) ou de origem microbiana e respectivas frações, fixos, mesmo refinados, mas não quimicamente modificados.- Óleo de milho e respectivas frações:"
15152100,"Gorduras e óleos animais, vegetais ou de origem microbiana e produtos da sua dissociação; gorduras alimentícias elaboradas; ceras de origem animal ou vegetal.Outras gorduras e óleos vegetais (incluindo o óleo de jojoba) ou de origem microbiana e respectivas frações, fixos, mesmo refinados, mas não quimicamente modificados.- Óleo de milho e respectivas frações:-- Óleo em bruto"
151529,"Gorduras e óleos animais, vegetais ou de origem microbiana e produtos da sua dissociação; gorduras alimentícias elaboradas; ceras de origem animal ou vegetal.Outras gorduras e óleos vegetais (incluindo o óleo de jojoba) ou de origem microbiana e respectivas frações, fixos, mesmo refinados, mas não quimicamente modificados.- Óleo de milho e respectivas frações:-- Outros"
15152910,"Gorduras e óleos animais, vegetais ou de origem microbiana e produtos da sua dissociação; gorduras alimentícias elaboradas; ceras de origem animal ou vegetal.Outras gorduras e óleos vegetais (incluindo o óleo de jojoba) ou de origem microbiana e respectivas frações, fixos, mesmo refinados, mas não quimicamente modificados.- Óleo de milho e respectivas frações:-- Outros Refinado, em recipientes com capacidade inferior ou igual a 5 l"
15152990,"Gorduras e óleos animais, vegetais ou de origem microbiana e produtos da sua dissociação; gorduras alimentícias elaboradas; ceras de origem animal ou vegetal.Outras gorduras e óleos vegetais (incluindo o óleo de jojoba) ou de origem microbiana e respectivas frações, fixos, mesmo refinados, mas não quimicamente modificados.- Óleo de milho e respectivas frações:-- Outros Outros"
15153000,"Gorduras e óleos animais, vegetais ou de origem microbiana e produtos da sua dissociação; gorduras alimentícias elaboradas; ceras de origem animal ou vegetal.Outras gorduras e óleos vegetais (incluindo o óleo de jojoba) ou de origem microbiana e respectivas frações, fixos, mesmo refinados, mas não quimicamente modificados.- Óleo de rícino (mamona) e respectivas frações"
15155000,"Gorduras e óleos animais, vegetais ou de origem microbiana e produtos da sua dissociação; gorduras alimentícias elaboradas; ceras de origem animal ou vegetal.Outras gorduras e óleos vegetais (incluindo o óleo de jojoba) ou de origem microbiana e respectivas frações, fixos, mesmo refinados, mas não quimicamente modificados.- Óleo de gergelim (sésamo) e respectivas frações"
15156000,"Gorduras e óleos animais, vegetais ou de origem microbiana e produtos da sua dissociação; gorduras alimentícias elaboradas; ceras de origem animal ou vegetal.Outras gorduras e óleos vegetais (incluindo o óleo de jojoba) ou de origem microbiana e respectivas frações, fixos, mesmo refinados, mas não quimicamente modificados.- Gorduras e óleos de origem microbiana e respectivas frações"
151590,"Gorduras e óleos animais, vegetais ou de origem microbiana e produtos da sua dissociação; gorduras alimentícias elaboradas; ceras de origem animal ou vegetal.Outras gorduras e óleos vegetais (incluindo o óleo de jojoba) ou de origem microbiana e respectivas frações, fixos, mesmo refinados, mas não quimicamente modificados.- Outros"
15159010,"Gorduras e óleos animais, vegetais ou de origem microbiana e produtos da sua dissociação; gorduras alimentícias elaboradas; ceras de origem animal ou vegetal.Outras gorduras e óleos vegetais (incluindo o óleo de jojoba) ou de origem microbiana e respectivas frações, fixos, mesmo refinados, mas não quimicamente modificados.- Outros Óleo de jojoba e respectivas frações"
1515902,"Gorduras e óleos animais, vegetais ou de origem microbiana e produtos da sua dissociação; gorduras alimentícias elaboradas; ceras de origem animal ou vegetal.Outras gorduras e óleos vegetais (incluindo o óleo de jojoba) ou de origem microbiana e respectivas frações, fixos, mesmo refinados, mas não quimicamente modificados.- Outros Óleo de tungue"
15159021,"Gorduras e óleos animais, vegetais ou de origem microbiana e produtos da sua dissociação; gorduras alimentícias elaboradas; ceras de origem animal ou vegetal.Outras gorduras e óleos vegetais (incluindo o óleo de jojoba) ou de origem microbiana e respectivas frações, fixos, mesmo refinados, mas não quimicamente modificados.- Outros Óleo de tungue Em bruto"
15159022,"Gorduras e óleos animais, vegetais ou de origem microbiana e produtos da sua dissociação; gorduras alimentícias elaboradas; ceras de origem animal ou vegetal.Outras gorduras e óleos vegetais (incluindo o óleo de jojoba) ou de origem microbiana e respectivas frações, fixos, mesmo refinados, mas não quimicamente modificados.- Outros Óleo de tungue Refinado"
15159090,"Gorduras e óleos animais, vegetais ou de origem microbiana e produtos da sua dissociação; gorduras alimentícias elaboradas; ceras de origem animal ou vegetal.Outras gorduras e óleos vegetais (incluindo o óleo de jojoba) ou de origem microbiana e respectivas frações, fixos, mesmo refinados, mas não quimicamente modificados.- Outros Outros"
1516,"Gorduras e óleos animais, vegetais ou de origem microbiana e produtos da sua dissociação; gorduras alimentícias elaboradas; ceras de origem animal ou vegetal.Gorduras e óleos animais, vegetais ou de origem microbiana e respectivas frações, parcial ou totalmente hidrogenados, interesterificados, reesterificados ou elaidinizados, mesmo refinados, mas não preparados de outro modo."
15161000,"Gorduras e óleos animais, vegetais ou de origem microbiana e produtos da sua dissociação; gorduras alimentícias elaboradas; ceras de origem animal ou vegetal.Gorduras e óleos animais, vegetais ou de origem microbiana e respectivas frações, parcial ou totalmente hidrogenados, interesterificados, reesterificados ou elaidinizados, mesmo refinados, mas não preparados de outro modo.- Gorduras e óleos animais e respectivas frações"
15162000,"Gorduras e óleos animais, vegetais ou de origem microbiana e produtos da sua dissociação; gorduras alimentícias elaboradas; ceras de origem animal ou vegetal.Gorduras e óleos animais, vegetais ou de origem microbiana e respectivas frações, parcial ou totalmente hidrogenados, interesterificados, reesterificados ou elaidinizados, mesmo refinados, mas não preparados de outro modo.- Gorduras e óleos vegetais e respectivas frações"
15163000,"Gorduras e óleos animais, vegetais ou de origem microbiana e produtos da sua dissociação; gorduras alimentícias elaboradas; ceras de origem animal ou vegetal.Gorduras e óleos animais, vegetais ou de origem microbiana e respectivas frações, parcial ou totalmente hidrogenados, interesterificados, reesterificados ou elaidinizados, mesmo refinados, mas não preparados de outro modo.- Gorduras e óleos de origem microbiana e respectivas frações"
1517,"Gorduras e óleos animais, vegetais ou de origem microbiana e produtos da sua dissociação; gorduras alimentícias elaboradas; ceras de origem animal ou vegetal.Margarina; misturas ou preparações alimentícias de gorduras ou de óleos animais, vegetais ou de origem microbiana ou de frações das diferentes gorduras ou óleos do presente Capítulo, exceto as gorduras e óleos alimentícios e respectivas frações da posição 15.16."
15171000,"Gorduras e óleos animais, vegetais ou de origem microbiana e produtos da sua dissociação; gorduras alimentícias elaboradas; ceras de origem animal ou vegetal.Margarina; misturas ou preparações alimentícias de gorduras ou de óleos animais, vegetais ou de origem microbiana ou de frações das diferentes gorduras ou óleos do presente Capítulo, exceto as gorduras e óleos alimentícios e respectivas frações da posição 15.16.- Margarina, exceto a margarina líquida"
151790,"Gorduras e óleos animais, vegetais ou de origem microbiana e produtos da sua dissociação; gorduras alimentícias elaboradas; ceras de origem animal ou vegetal.Margarina; misturas ou preparações alimentícias de gorduras ou de óleos animais, vegetais ou de origem microbiana ou de frações das diferentes gorduras ou óleos do presente Capítulo, exceto as gorduras e óleos alimentícios e respectivas frações da posição 15.16.- Outras"
15179010,"Gorduras e óleos animais, vegetais ou de origem microbiana e produtos da sua dissociação; gorduras alimentícias elaboradas; ceras de origem animal ou vegetal.Margarina; misturas ou preparações alimentícias de gorduras ou de óleos animais, vegetais ou de origem microbiana ou de frações das diferentes gorduras ou óleos do presente Capítulo, exceto as gorduras e óleos alimentícios e respectivas frações da posição 15.16.- Outras Misturas de óleos refinados, em recipientes com capacidade inferior ou igual a 5 l"
15179090,"Gorduras e óleos animais, vegetais ou de origem microbiana e produtos da sua dissociação; gorduras alimentícias elaboradas; ceras de origem animal ou vegetal.Margarina; misturas ou preparações alimentícias de gorduras ou de óleos animais, vegetais ou de origem microbiana ou de frações das diferentes gorduras ou óleos do presente Capítulo, exceto as gorduras e óleos alimentícios e respectivas frações da posição 15.16.- Outras Outras"
151800,"Gorduras e óleos animais, vegetais ou de origem microbiana e produtos da sua dissociação; gorduras alimentícias elaboradas; ceras de origem animal ou vegetal.Gorduras e óleos animais, vegetais ou de origem microbiana e respectivas frações, cozidos, oxidados, desidratados, sulfurados, aerados (soprados*), estandolizados ou modificados quimicamente por qualquer outro processo, com exclusão dos da posição 15.16; misturas ou preparações não alimentícias, de gorduras ou de óleos animais, vegetais ou de origem microbiana ou de frações de diferentes gorduras ou óleos do presente Capítulo, não especificadas nem compreendidas noutras posições."
15180010,"Gorduras e óleos animais, vegetais ou de origem microbiana e produtos da sua dissociação; gorduras alimentícias elaboradas; ceras de origem animal ou vegetal.Gorduras e óleos animais, vegetais ou de origem microbiana e respectivas frações, cozidos, oxidados, desidratados, sulfurados, aerados (soprados*), estandolizados ou modificados quimicamente por qualquer outro processo, com exclusão dos da posição 15.16; misturas ou preparações não alimentícias, de gorduras ou de óleos animais, vegetais ou de origem microbiana ou de frações de diferentes gorduras ou óleos do presente Capítulo, não especificadas nem compreendidas noutras posições.Óleo vegetal epoxidado"
15180090,"Gorduras e óleos animais, vegetais ou de origem microbiana e produtos da sua dissociação; gorduras alimentícias elaboradas; ceras de origem animal ou vegetal.Gorduras e óleos animais, vegetais ou de origem microbiana e respectivas frações, cozidos, oxidados, desidratados, sulfurados, aerados (soprados*), estandolizados ou modificados quimicamente por qualquer outro processo, com exclusão dos da posição 15.16; misturas ou preparações não alimentícias, de gorduras ou de óleos animais, vegetais ou de origem microbiana ou de frações de diferentes gorduras ou óleos do presente Capítulo, não especificadas nem compreendidas noutras posições.Outros"
152000,"Gorduras e óleos animais, vegetais ou de origem microbiana e produtos da sua dissociação; gorduras alimentícias elaboradas; ceras de origem animal ou vegetal.Glicerol em bruto; águas e lixívias, glicéricas."
15200010,"Gorduras e óleos animais, vegetais ou de origem microbiana e produtos da sua dissociação; gorduras alimentícias elaboradas; ceras de origem animal ou vegetal.Glicerol em bruto; águas e lixívias, glicéricas.Glicerol em bruto"
15200020,"Gorduras e óleos animais, vegetais ou de origem microbiana e produtos da sua dissociação; gorduras alimentícias elaboradas; ceras de origem animal ou vegetal.Glicerol em bruto; águas e lixívias, glicéricas.Águas e lixívias, glicéricas"
1521,"Gorduras e óleos animais, vegetais ou de origem microbiana e produtos da sua dissociação; gorduras alimentícias elaboradas; ceras de origem animal ou vegetal.Ceras vegetais (exceto os triglicerídeos), ceras de abelha ou de outros insetos e espermacete, mesmo refinados ou corados."
15211000,"Gorduras e óleos animais, vegetais ou de origem microbiana e produtos da sua dissociação; gorduras alimentícias elaboradas; ceras de origem animal ou vegetal.Ceras vegetais (exceto os triglicerídeos), ceras de abelha ou de outros insetos e espermacete, mesmo refinados ou corados.- Ceras vegetais"
152190,"Gorduras e óleos animais, vegetais ou de origem microbiana e produtos da sua dissociação; gorduras alimentícias elaboradas; ceras de origem animal ou vegetal.Ceras vegetais (exceto os triglicerídeos), ceras de abelha ou de outros insetos e espermacete, mesmo refinados ou corados.- Outros"
1521901,"Gorduras e óleos animais, vegetais ou de origem microbiana e produtos da sua dissociação; gorduras alimentícias elaboradas; ceras de origem animal ou vegetal.Ceras vegetais (exceto os triglicerídeos), ceras de abelha ou de outros insetos e espermacete, mesmo refinados ou corados.- Outros Cera de abelha"
15219011,"Gorduras e óleos animais, vegetais ou de origem microbiana e produtos da sua dissociação; gorduras alimentícias elaboradas; ceras de origem animal ou vegetal.Ceras vegetais (exceto os triglicerídeos), ceras de abelha ou de outros insetos e espermacete, mesmo refinados ou corados.- Outros Cera de abelha Em bruto"
15219019,"Gorduras e óleos animais, vegetais ou de origem microbiana e produtos da sua dissociação; gorduras alimentícias elaboradas; ceras de origem animal ou vegetal.Ceras vegetais (exceto os triglicerídeos), ceras de abelha ou de outros insetos e espermacete, mesmo refinados ou corados.- Outros Cera de abelha Outras"
15219090,"Gorduras e óleos animais, vegetais ou de origem microbiana e produtos da sua dissociação; gorduras alimentícias elaboradas; ceras de origem animal ou vegetal.Ceras vegetais (exceto os triglicerídeos), ceras de abelha ou de outros insetos e espermacete, mesmo refinados ou corados.- Outros Outros"
15220000,"Gorduras e óleos animais, vegetais ou de origem microbiana e produtos da sua dissociação; gorduras alimentícias elaboradas; ceras de origem animal ou vegetal.Dégras; resíduos provenientes do tratamento das substâncias gordas ou das ceras animais ou vegetais."
16,"Preparações de carne, peixes, crustáceos, moluscos, outros invertebrados aquáticos ou de insetos."
16010000,"Preparações de carne, peixes, crustáceos, moluscos, outros invertebrados aquáticos ou de insetos.Enchidos e produtos semelhantes, de carne, miudezas, sangue ou de insetos; preparações alimentícias à base desses produtos."
1602,"Preparações de carne, peixes, crustáceos, moluscos, outros invertebrados aquáticos ou de insetos.Outras preparações e conservas de carne, miudezas, sangue ou de insetos."
16021000,"Preparações de carne, peixes, crustáceos, moluscos, outros invertebrados aquáticos ou de insetos.Outras preparações e conservas de carne, miudezas, sangue ou de insetos.- Preparações homogeneizadas"
16022000,"Preparações de carne, peixes, crustáceos, moluscos, outros invertebrados aquáticos ou de insetos.Outras preparações e conservas de carne, miudezas, sangue ou de insetos.- De fígados de quaisquer animais"
16023,"Preparações de carne, peixes, crustáceos, moluscos, outros invertebrados aquáticos ou de insetos.Outras preparações e conservas de carne, miudezas, sangue ou de insetos.- De aves da posição 01.05:"
16023100,"Preparações de carne, peixes, crustáceos, moluscos, outros invertebrados aquáticos ou de insetos.Outras preparações e conservas de carne, miudezas, sangue ou de insetos.- De aves da posição 01.05:-- De peruas e de perus"
160232,"Preparações de carne, peixes, crustáceos, moluscos, outros invertebrados aquáticos ou de insetos.Outras preparações e conservas de carne, miudezas, sangue ou de insetos.- De aves da posição 01.05:-- De aves da espécie Gallus domesticus"
16023210,"Preparações de carne, peixes, crustáceos, moluscos, outros invertebrados aquáticos ou de insetos.Outras preparações e conservas de carne, miudezas, sangue ou de insetos.- De aves da posição 01.05:-- De aves da espécie Gallus domesticus Com conteúdo de carne ou de miudezas igual ou superior a 57 %, em peso, não cozidas"
16023220,"Preparações de carne, peixes, crustáceos, moluscos, outros invertebrados aquáticos ou de insetos.Outras preparações e conservas de carne, miudezas, sangue ou de insetos.- De aves da posição 01.05:-- De aves da espécie Gallus domesticus Com conteúdo de carne ou de miudezas igual ou superior a 57 %, em peso, cozidas"
16023230,"Preparações de carne, peixes, crustáceos, moluscos, outros invertebrados aquáticos ou de insetos.Outras preparações e conservas de carne, miudezas, sangue ou de insetos.- De aves da posição 01.05:-- De aves da espécie Gallus domesticus Com conteúdo de carne ou de miudezas igual ou superior a 25 % e inferior a 57 %, em peso"
16023290,"Preparações de carne, peixes, crustáceos, moluscos, outros invertebrados aquáticos ou de insetos.Outras preparações e conservas de carne, miudezas, sangue ou de insetos.- De aves da posição 01.05:-- De aves da espécie Gallus domesticus Outras"
16023900,"Preparações de carne, peixes, crustáceos, moluscos, outros invertebrados aquáticos ou de insetos.Outras preparações e conservas de carne, miudezas, sangue ou de insetos.- De aves da posição 01.05:-- Outras"
16024,"Preparações de carne, peixes, crustáceos, moluscos, outros invertebrados aquáticos ou de insetos.Outras preparações e conservas de carne, miudezas, sangue ou de insetos.- Da espécie suína:"
16024100,"Preparações de carne, peixes, crustáceos, moluscos, outros invertebrados aquáticos ou de insetos.Outras preparações e conservas de carne, miudezas, sangue ou de insetos.- Da espécie suína:-- Pernas e respectivos pedaços"
16024200,"Preparações de carne, peixes, crustáceos, moluscos, outros invertebrados aquáticos ou de insetos.Outras preparações e conservas de carne, miudezas, sangue ou de insetos.- Da espécie suína:-- Pás e respectivos pedaços"
16024900,"Preparações de carne, peixes, crustáceos, moluscos, outros invertebrados aquáticos ou de insetos.Outras preparações e conservas de carne, miudezas, sangue ou de insetos.- Da espécie suína:-- Outras, incluindo as misturas"
16025000,"Preparações de carne, peixes, crustáceos, moluscos, outros invertebrados aquáticos ou de insetos.Outras preparações e conservas de carne, miudezas, sangue ou de insetos.- Da espécie bovina"
16029000,"Preparações de carne, peixes, crustáceos, moluscos, outros invertebrados aquáticos ou de insetos.Outras preparações e conservas de carne, miudezas, sangue ou de insetos.- Outras, incluindo as preparações de sangue de quaisquer animais"
16030000,"Preparações de carne, peixes, crustáceos, moluscos, outros invertebrados aquáticos ou de insetos.Extratos e sucos de carne, peixes ou crustáceos, moluscos ou de outros invertebrados aquáticos."
1604,"Preparações de carne, peixes, crustáceos, moluscos, outros invertebrados aquáticos ou de insetos.Preparações e conservas de peixes; caviar e seus sucedâneos preparados a partir de ovas de peixe."
16041,"Preparações de carne, peixes, crustáceos, moluscos, outros invertebrados aquáticos ou de insetos.Preparações e conservas de peixes; caviar e seus sucedâneos preparados a partir de ovas de peixe.- Peixes inteiros ou em pedaços, exceto peixes picados:"
16041100,"Preparações de carne, peixes, crustáceos, moluscos, outros invertebrados aquáticos ou de insetos.Preparações e conservas de peixes; caviar e seus sucedâneos preparados a partir de ovas de peixe.- Peixes inteiros ou em pedaços, exceto peixes picados:-- Salmões"
16041200,"Preparações de carne, peixes, crustáceos, moluscos, outros invertebrados aquáticos ou de insetos.Preparações e conservas de peixes; caviar e seus sucedâneos preparados a partir de ovas de peixe.- Peixes inteiros ou em pedaços, exceto peixes picados:-- Arenques"
160413,"Preparações de carne, peixes, crustáceos, moluscos, outros invertebrados aquáticos ou de insetos.Preparações e conservas de peixes; caviar e seus sucedâneos preparados a partir de ovas de peixe.- Peixes inteiros ou em pedaços, exceto peixes picados:-- Sardinhas (Sardinha e sardinelas*) e anchoveta (espadilha*)"
16041310,"Preparações de carne, peixes, crustáceos, moluscos, outros invertebrados aquáticos ou de insetos.Preparações e conservas de peixes; caviar e seus sucedâneos preparados a partir de ovas de peixe.- Peixes inteiros ou em pedaços, exceto peixes picados:-- Sardinhas (Sardinha e sardinelas*) e anchoveta (espadilha*) Sardinhas"
16041390,"Preparações de carne, peixes, crustáceos, moluscos, outros invertebrados aquáticos ou de insetos.Preparações e conservas de peixes; caviar e seus sucedâneos preparados a partir de ovas de peixe.- Peixes inteiros ou em pedaços, exceto peixes picados:-- Sardinhas (Sardinha e sardinelas*) e anchoveta (espadilha*) Outros"
160414,"Preparações de carne, peixes, crustáceos, moluscos, outros invertebrados aquáticos ou de insetos.Preparações e conservas de peixes; caviar e seus sucedâneos preparados a partir de ovas de peixe.- Peixes inteiros ou em pedaços, exceto peixes picados:-- Atuns, bonito-listrado (gaiado*) e bonitos (Sarda spp.)"
16041410,"Preparações de carne, peixes, crustáceos, moluscos, outros invertebrados aquáticos ou de insetos.Preparações e conservas de peixes; caviar e seus sucedâneos preparados a partir de ovas de peixe.- Peixes inteiros ou em pedaços, exceto peixes picados:-- Atuns, bonito-listrado (gaiado*) e bonitos (Sarda spp.) Atuns"
16041420,"Preparações de carne, peixes, crustáceos, moluscos, outros invertebrados aquáticos ou de insetos.Preparações e conservas de peixes; caviar e seus sucedâneos preparados a partir de ovas de peixe.- Peixes inteiros ou em pedaços, exceto peixes picados:-- Atuns, bonito-listrado (gaiado*) e bonitos (Sarda spp.) Bonito-listrado"
16041430,"Preparações de carne, peixes, crustáceos, moluscos, outros invertebrados aquáticos ou de insetos.Preparações e conservas de peixes; caviar e seus sucedâneos preparados a partir de ovas de peixe.- Peixes inteiros ou em pedaços, exceto peixes picados:-- Atuns, bonito-listrado (gaiado*) e bonitos (Sarda spp.) Bonito-cachorro"
16041500,"Preparações de carne, peixes, crustáceos, moluscos, outros invertebrados aquáticos ou de insetos.Preparações e conservas de peixes; caviar e seus sucedâneos preparados a partir de ovas de peixe.- Peixes inteiros ou em pedaços, exceto peixes picados:-- Cavalinhas (Sardas e cavalas*)"
16041600,"Preparações de carne, peixes, crustáceos, moluscos, outros invertebrados aquáticos ou de insetos.Preparações e conservas de peixes; caviar e seus sucedâneos preparados a partir de ovas de peixe.- Peixes inteiros ou em pedaços, exceto peixes picados:-- Anchovas (Biqueirões*)"
16041700,"Preparações de carne, peixes, crustáceos, moluscos, outros invertebrados aquáticos ou de insetos.Preparações e conservas de peixes; caviar e seus sucedâneos preparados a partir de ovas de peixe.- Peixes inteiros ou em pedaços, exceto peixes picados:-- Enguias"
16041800,"Preparações de carne, peixes, crustáceos, moluscos, outros invertebrados aquáticos ou de insetos.Preparações e conservas de peixes; caviar e seus sucedâneos preparados a partir de ovas de peixe.- Peixes inteiros ou em pedaços, exceto peixes picados:-- Barbatanas de tubarão"
16041900,"Preparações de carne, peixes, crustáceos, moluscos, outros invertebrados aquáticos ou de insetos.Preparações e conservas de peixes; caviar e seus sucedâneos preparados a partir de ovas de peixe.- Peixes inteiros ou em pedaços, exceto peixes picados:-- Outros"
160420,"Preparações de carne, peixes, crustáceos, moluscos, outros invertebrados aquáticos ou de insetos.Preparações e conservas de peixes; caviar e seus sucedâneos preparados a partir de ovas de peixe.- Outras preparações e conservas de peixes"
16042010,"Preparações de carne, peixes, crustáceos, moluscos, outros invertebrados aquáticos ou de insetos.Preparações e conservas de peixes; caviar e seus sucedâneos preparados a partir de ovas de peixe.- Outras preparações e conservas de peixes De atuns"
16042020,"Preparações de carne, peixes, crustáceos, moluscos, outros invertebrados aquáticos ou de insetos.Preparações e conservas de peixes; caviar e seus sucedâneos preparados a partir de ovas de peixe.- Outras preparações e conservas de peixes De bonito-listrado"
16042030,"Preparações de carne, peixes, crustáceos, moluscos, outros invertebrados aquáticos ou de insetos.Preparações e conservas de peixes; caviar e seus sucedâneos preparados a partir de ovas de peixe.- Outras preparações e conservas de peixes De sardinhas ou de anchoveta"
16042090,"Preparações de carne, peixes, crustáceos, moluscos, outros invertebrados aquáticos ou de insetos.Preparações e conservas de peixes; caviar e seus sucedâneos preparados a partir de ovas de peixe.- Outras preparações e conservas de peixes Outras"
16043,"Preparações de carne, peixes, crustáceos, moluscos, outros invertebrados aquáticos ou de insetos.Preparações e conservas de peixes; caviar e seus sucedâneos preparados a partir de ovas de peixe.- Caviar e seus sucedâneos:"
16043100,"Preparações de carne, peixes, crustáceos, moluscos, outros invertebrados aquáticos ou de insetos.Preparações e conservas de peixes; caviar e seus sucedâneos preparados a partir de ovas de peixe.- Caviar e seus sucedâneos:-- Caviar"
16043200,"Preparações de carne, peixes, crustáceos, moluscos, outros invertebrados aquáticos ou de insetos.Preparações e conservas de peixes; caviar e seus sucedâneos preparados a partir de ovas de peixe.- Caviar e seus sucedâneos:-- Sucedâneos do caviar"
1605,"Preparações de carne, peixes, crustáceos, moluscos, outros invertebrados aquáticos ou de insetos.Crustáceos, moluscos e outros invertebrados aquáticos, preparados ou em conservas."
16051000,"Preparações de carne, peixes, crustáceos, moluscos, outros invertebrados aquáticos ou de insetos.Crustáceos, moluscos e outros invertebrados aquáticos, preparados ou em conservas.- Caranguejos"
16052,"Preparações de carne, peixes, crustáceos, moluscos, outros invertebrados aquáticos ou de insetos.Crustáceos, moluscos e outros invertebrados aquáticos, preparados ou em conservas.- Camarões:"
16052100,"Preparações de carne, peixes, crustáceos, moluscos, outros invertebrados aquáticos ou de insetos.Crustáceos, moluscos e outros invertebrados aquáticos, preparados ou em conservas.- Camarões:-- Não acondicionados em recipientes hermeticamente fechados"
16052900,"Preparações de carne, peixes, crustáceos, moluscos, outros invertebrados aquáticos ou de insetos.Crustáceos, moluscos e outros invertebrados aquáticos, preparados ou em conservas.- Camarões:-- Outros"
16053000,"Preparações de carne, peixes, crustáceos, moluscos, outros invertebrados aquáticos ou de insetos.Crustáceos, moluscos e outros invertebrados aquáticos, preparados ou em conservas.- Lavagantes"
16054000,"Preparações de carne, peixes, crustáceos, moluscos, outros invertebrados aquáticos ou de insetos.Crustáceos, moluscos e outros invertebrados aquáticos, preparados ou em conservas.- Outros crustáceos"
16055,"Preparações de carne, peixes, crustáceos, moluscos, outros invertebrados aquáticos ou de insetos.Crustáceos, moluscos e outros invertebrados aquáticos, preparados ou em conservas.- Moluscos:"
16055100,"Preparações de carne, peixes, crustáceos, moluscos, outros invertebrados aquáticos ou de insetos.Crustáceos, moluscos e outros invertebrados aquáticos, preparados ou em conservas.- Moluscos:-- Ostras"
16055200,"Preparações de carne, peixes, crustáceos, moluscos, outros invertebrados aquáticos ou de insetos.Crustáceos, moluscos e outros invertebrados aquáticos, preparados ou em conservas.- Moluscos:-- Vieiras, incluindo a americana"
16055300,"Preparações de carne, peixes, crustáceos, moluscos, outros invertebrados aquáticos ou de insetos.Crustáceos, moluscos e outros invertebrados aquáticos, preparados ou em conservas.- Moluscos:-- Mexilhões"
16055400,"Preparações de carne, peixes, crustáceos, moluscos, outros invertebrados aquáticos ou de insetos.Crustáceos, moluscos e outros invertebrados aquáticos, preparados ou em conservas.- Moluscos:-- Sépias e lulas (Chocos e lulas*) (Chocos, chopos, potas e lulas*)"
16055500,"Preparações de carne, peixes, crustáceos, moluscos, outros invertebrados aquáticos ou de insetos.Crustáceos, moluscos e outros invertebrados aquáticos, preparados ou em conservas.- Moluscos:-- Polvos"
16055600,"Preparações de carne, peixes, crustáceos, moluscos, outros invertebrados aquáticos ou de insetos.Crustáceos, moluscos e outros invertebrados aquáticos, preparados ou em conservas.- Moluscos:-- Amêijoas, berbigões e arcas"
16055700,"Preparações de carne, peixes, crustáceos, moluscos, outros invertebrados aquáticos ou de insetos.Crustáceos, moluscos e outros invertebrados aquáticos, preparados ou em conservas.- Moluscos:-- Abalones (Orelhas-do-mar*)"
16055800,"Preparações de carne, peixes, crustáceos, moluscos, outros invertebrados aquáticos ou de insetos.Crustáceos, moluscos e outros invertebrados aquáticos, preparados ou em conservas.- Moluscos:-- Caracóis, exceto os do mar"
16055900,"Preparações de carne, peixes, crustáceos, moluscos, outros invertebrados aquáticos ou de insetos.Crustáceos, moluscos e outros invertebrados aquáticos, preparados ou em conservas.- Moluscos:-- Outros"
16056,"Preparações de carne, peixes, crustáceos, moluscos, outros invertebrados aquáticos ou de insetos.Crustáceos, moluscos e outros invertebrados aquáticos, preparados ou em conservas.- Outros invertebrados aquáticos:"
16056100,"Preparações de carne, peixes, crustáceos, moluscos, outros invertebrados aquáticos ou de insetos.Crustáceos, moluscos e outros invertebrados aquáticos, preparados ou em conservas.- Outros invertebrados aquáticos:-- Pepinos-do-mar"
16056200,"Preparações de carne, peixes, crustáceos, moluscos, outros invertebrados aquáticos ou de insetos.Crustáceos, moluscos e outros invertebrados aquáticos, preparados ou em conservas.- Outros invertebrados aquáticos:-- Ouriços-do-mar"
16056300,"Preparações de carne, peixes, crustáceos, moluscos, outros invertebrados aquáticos ou de insetos.Crustáceos, moluscos e outros invertebrados aquáticos, preparados ou em conservas.- Outros invertebrados aquáticos:-- Medusas (águas-vivas)"
16056900,"Preparações de carne, peixes, crustáceos, moluscos, outros invertebrados aquáticos ou de insetos.Crustáceos, moluscos e outros invertebrados aquáticos, preparados ou em conservas.- Outros invertebrados aquáticos:-- Outros"
17,Açúcares e produtos de confeitaria.
1701,"Açúcares e produtos de confeitaria.Açúcares de cana ou de beterraba e sacarose quimicamente pura, no estado sólido."
17011,"Açúcares e produtos de confeitaria.Açúcares de cana ou de beterraba e sacarose quimicamente pura, no estado sólido.- Açúcares em bruto sem adição de aromatizantes ou de corantes:"
17011200,"Açúcares e produtos de confeitaria.Açúcares de cana ou de beterraba e sacarose quimicamente pura, no estado sólido.- Açúcares em bruto sem adição de aromatizantes ou de corantes:-- De beterraba"
17011300,"Açúcares e produtos de confeitaria.Açúcares de cana ou de beterraba e sacarose quimicamente pura, no estado sólido.- Açúcares em bruto sem adição de aromatizantes ou de corantes:-- Açúcar de cana mencionado na Nota de subposição 2 do presente Capítulo"
17011400,"Açúcares e produtos de confeitaria.Açúcares de cana ou de beterraba e sacarose quimicamente pura, no estado sólido.- Açúcares em bruto sem adição de aromatizantes ou de corantes:-- Outros açúcares de cana"
17019,"Açúcares e produtos de confeitaria.Açúcares de cana ou de beterraba e sacarose quimicamente pura, no estado sólido.- Outros:"
