CODIGO,DESCRICAO
39173290,"Plástico e suas obras.Tubos e seus acessórios (por exemplo, juntas, cotovelos, flanges, uniões), de plástico.- Outros tubos:-- Outros, não reforçados com outras matérias, nem associados de outra forma com outras matérias, sem acessórios Outros"
39173300,"Plástico e suas obras.Tubos e seus acessórios (por exemplo, juntas, cotovelos, flanges, uniões), de plástico.- Outros tubos:-- Outros, não reforçados com outras matérias, nem associados de outra forma com outras matérias, com acessórios"
39173900,"Plástico e suas obras.Tubos e seus acessórios (por exemplo, juntas, cotovelos, flanges, uniões), de plástico.- Outros tubos:-- Outros"
391740,"Plástico e suas obras.Tubos e seus acessórios (por exemplo, juntas, cotovelos, flanges, uniões), de plástico.- Acessórios"
39174010,"Plástico e suas obras.Tubos e seus acessórios (por exemplo, juntas, cotovelos, flanges, uniões), de plástico.- Acessórios Do tipo utilizado em linhas de sangue para hemodiálise"
39174090,"Plástico e suas obras.Tubos e seus acessórios (por exemplo, juntas, cotovelos, flanges, uniões), de plástico.- Acessórios Outros"
3918,"Plástico e suas obras.Revestimentos para pisos (pavimentos), de plástico, mesmo autoadesivos, em rolos ou em forma de ladrilhos ou de placas (lajes); revestimentos para paredes ou para tetos, de plástico, definidos na Nota 9 do presente Capítulo."
39181000,"Plástico e suas obras.Revestimentos para pisos (pavimentos), de plástico, mesmo autoadesivos, em rolos ou em forma de ladrilhos ou de placas (lajes); revestimentos para paredes ou para tetos, de plástico, definidos na Nota 9 do presente Capítulo.- De polímeros de cloreto de vinila"
39189000,"Plástico e suas obras.Revestimentos para pisos (pavimentos), de plástico, mesmo autoadesivos, em rolos ou em forma de ladrilhos ou de placas (lajes); revestimentos para paredes ou para tetos, de plástico, definidos na Nota 9 do presente Capítulo.- De outro plástico"
3919,"Plástico e suas obras.Chapas, folhas, tiras, fitas, películas e outras formas planas, autoadesivas, de plástico, mesmo em rolos."
391910,"Plástico e suas obras.Chapas, folhas, tiras, fitas, películas e outras formas planas, autoadesivas, de plástico, mesmo em rolos.- Em rolos de largura não superior a 20 cm"
39191010,"Plástico e suas obras.Chapas, folhas, tiras, fitas, películas e outras formas planas, autoadesivas, de plástico, mesmo em rolos.- Em rolos de largura não superior a 20 cm De polipropileno"
39191020,"Plástico e suas obras.Chapas, folhas, tiras, fitas, películas e outras formas planas, autoadesivas, de plástico, mesmo em rolos.- Em rolos de largura não superior a 20 cm De poli(cloreto de vinila)"
39191090,"Plástico e suas obras.Chapas, folhas, tiras, fitas, películas e outras formas planas, autoadesivas, de plástico, mesmo em rolos.- Em rolos de largura não superior a 20 cm Outras"
391990,"Plástico e suas obras.Chapas, folhas, tiras, fitas, películas e outras formas planas, autoadesivas, de plástico, mesmo em rolos.- Outras"
39199010,"Plástico e suas obras.Chapas, folhas, tiras, fitas, películas e outras formas planas, autoadesivas, de plástico, mesmo em rolos.- Outras De polipropileno"
39199020,"Plástico e suas obras.Chapas, folhas, tiras, fitas, películas e outras formas planas, autoadesivas, de plástico, mesmo em rolos.- Outras De poli(cloreto de vinila)"
39199090,"Plástico e suas obras.Chapas, folhas, tiras, fitas, películas e outras formas planas, autoadesivas, de plástico, mesmo em rolos.- Outras Outras"
3920,"Plástico e suas obras.Outras chapas, folhas, películas, tiras e lâminas, de plástico não alveolar, não reforçadas nem estratificadas, sem suporte, nem associadas de forma semelhante a outras matérias."
392010,"Plástico e suas obras.Outras chapas, folhas, películas, tiras e lâminas, de plástico não alveolar, não reforçadas nem estratificadas, sem suporte, nem associadas de forma semelhante a outras matérias.- De polímeros de etileno"
39201010,"Plástico e suas obras.Outras chapas, folhas, películas, tiras e lâminas, de plástico não alveolar, não reforçadas nem estratificadas, sem suporte, nem associadas de forma semelhante a outras matérias.- De polímeros de etileno De densidade igual ou superior a 0,94, espessura inferior ou igual a 19 micrômetros (mícrons), em rolos de largura inferior ou igual a 66 cm"
3920109,"Plástico e suas obras.Outras chapas, folhas, películas, tiras e lâminas, de plástico não alveolar, não reforçadas nem estratificadas, sem suporte, nem associadas de forma semelhante a outras matérias.- De polímeros de etileno Outras"
39201091,"Plástico e suas obras.Outras chapas, folhas, películas, tiras e lâminas, de plástico não alveolar, não reforçadas nem estratificadas, sem suporte, nem associadas de forma semelhante a outras matérias.- De polímeros de etileno Outras De densidade inferior a 0,94, com óleo de parafina e carga (sílica e negro de fumo), apresentando nervuras paralelas entre si, com uma resistência elétrica igual ou superior a 0,030 ohms.cm2, mas inferior ou igual a 0,120 ohms.cm2, em rolos, do tipo utilizado para a fabricação de separadores de acumuladores elétricos"
39201099,"Plástico e suas obras.Outras chapas, folhas, películas, tiras e lâminas, de plástico não alveolar, não reforçadas nem estratificadas, sem suporte, nem associadas de forma semelhante a outras matérias.- De polímeros de etileno Outras Outras"
392020,"Plástico e suas obras.Outras chapas, folhas, películas, tiras e lâminas, de plástico não alveolar, não reforçadas nem estratificadas, sem suporte, nem associadas de forma semelhante a outras matérias.- De polímeros de propileno"
3920201,"Plástico e suas obras.Outras chapas, folhas, películas, tiras e lâminas, de plástico não alveolar, não reforçadas nem estratificadas, sem suporte, nem associadas de forma semelhante a outras matérias.- De polímeros de propileno Biaxialmente orientados"
39202011,"Plástico e suas obras.Outras chapas, folhas, películas, tiras e lâminas, de plástico não alveolar, não reforçadas nem estratificadas, sem suporte, nem associadas de forma semelhante a outras matérias.- De polímeros de propileno Biaxialmente orientados De largura inferior ou igual a 12,5 cm e espessura inferior ou igual a 10 micrômetros (mícrons), metalizadas"
39202012,"Plástico e suas obras.Outras chapas, folhas, películas, tiras e lâminas, de plástico não alveolar, não reforçadas nem estratificadas, sem suporte, nem associadas de forma semelhante a outras matérias.- De polímeros de propileno Biaxialmente orientados De largura inferior ou igual a 1 m e espessura inferior ou igual a 13 micrômetros (mícrons), com uma ou ambas as faces rugosas de rugosidade relativa (relação entre a espessura média e a máxima) igual ou superior a 6 %, de rigidez dielétrica igual ou superior a 500 V/micrômetro (Norma ASTM D 3755-97), em rolos"
39202019,"Plástico e suas obras.Outras chapas, folhas, películas, tiras e lâminas, de plástico não alveolar, não reforçadas nem estratificadas, sem suporte, nem associadas de forma semelhante a outras matérias.- De polímeros de propileno Biaxialmente orientados Outras"
39202090,"Plástico e suas obras.Outras chapas, folhas, películas, tiras e lâminas, de plástico não alveolar, não reforçadas nem estratificadas, sem suporte, nem associadas de forma semelhante a outras matérias.- De polímeros de propileno Outras"
39203000,"Plástico e suas obras.Outras chapas, folhas, películas, tiras e lâminas, de plástico não alveolar, não reforçadas nem estratificadas, sem suporte, nem associadas de forma semelhante a outras matérias.- De polímeros de estireno"
39204,"Plástico e suas obras.Outras chapas, folhas, películas, tiras e lâminas, de plástico não alveolar, não reforçadas nem estratificadas, sem suporte, nem associadas de forma semelhante a outras matérias.- De polímeros de cloreto de vinila:"
392043,"Plástico e suas obras.Outras chapas, folhas, películas, tiras e lâminas, de plástico não alveolar, não reforçadas nem estratificadas, sem suporte, nem associadas de forma semelhante a outras matérias.- De polímeros de cloreto de vinila:-- Que contenham, em peso, pelo menos 6 % de plastificantes"
39204310,"Plástico e suas obras.Outras chapas, folhas, películas, tiras e lâminas, de plástico não alveolar, não reforçadas nem estratificadas, sem suporte, nem associadas de forma semelhante a outras matérias.- De polímeros de cloreto de vinila:-- Que contenham, em peso, pelo menos 6 % de plastificantes De poli(cloreto de vinila), transparentes, termocontráteis, de espessura inferior ou igual a 250 micrômetros (mícrons)"
39204390,"Plástico e suas obras.Outras chapas, folhas, películas, tiras e lâminas, de plástico não alveolar, não reforçadas nem estratificadas, sem suporte, nem associadas de forma semelhante a outras matérias.- De polímeros de cloreto de vinila:-- Que contenham, em peso, pelo menos 6 % de plastificantes Outras"
39204900,"Plástico e suas obras.Outras chapas, folhas, películas, tiras e lâminas, de plástico não alveolar, não reforçadas nem estratificadas, sem suporte, nem associadas de forma semelhante a outras matérias.- De polímeros de cloreto de vinila:-- Outras"
39205,"Plástico e suas obras.Outras chapas, folhas, películas, tiras e lâminas, de plástico não alveolar, não reforçadas nem estratificadas, sem suporte, nem associadas de forma semelhante a outras matérias.- De polímeros acrílicos:"
39205100,"Plástico e suas obras.Outras chapas, folhas, películas, tiras e lâminas, de plástico não alveolar, não reforçadas nem estratificadas, sem suporte, nem associadas de forma semelhante a outras matérias.- De polímeros acrílicos:-- De poli(metacrilato de metila)"
39205900,"Plástico e suas obras.Outras chapas, folhas, películas, tiras e lâminas, de plástico não alveolar, não reforçadas nem estratificadas, sem suporte, nem associadas de forma semelhante a outras matérias.- De polímeros acrílicos:-- Outras"
39206,"Plástico e suas obras.Outras chapas, folhas, películas, tiras e lâminas, de plástico não alveolar, não reforçadas nem estratificadas, sem suporte, nem associadas de forma semelhante a outras matérias.- De policarbonatos, de resinas alquídicas, de poliésteres alílicos ou de outros poliésteres:"
39206100,"Plástico e suas obras.Outras chapas, folhas, películas, tiras e lâminas, de plástico não alveolar, não reforçadas nem estratificadas, sem suporte, nem associadas de forma semelhante a outras matérias.- De policarbonatos, de resinas alquídicas, de poliésteres alílicos ou de outros poliésteres:-- De policarbonatos"
392062,"Plástico e suas obras.Outras chapas, folhas, películas, tiras e lâminas, de plástico não alveolar, não reforçadas nem estratificadas, sem suporte, nem associadas de forma semelhante a outras matérias.- De policarbonatos, de resinas alquídicas, de poliésteres alílicos ou de outros poliésteres:-- De poli(tereftalato de etileno)"
3920621,"Plástico e suas obras.Outras chapas, folhas, películas, tiras e lâminas, de plástico não alveolar, não reforçadas nem estratificadas, sem suporte, nem associadas de forma semelhante a outras matérias.- De policarbonatos, de resinas alquídicas, de poliésteres alílicos ou de outros poliésteres:-- De poli(tereftalato de etileno) De espessura inferior ou igual a 40 micrômetros (mícrons)"
39206211,"Plástico e suas obras.Outras chapas, folhas, películas, tiras e lâminas, de plástico não alveolar, não reforçadas nem estratificadas, sem suporte, nem associadas de forma semelhante a outras matérias.- De policarbonatos, de resinas alquídicas, de poliésteres alílicos ou de outros poliésteres:-- De poli(tereftalato de etileno) De espessura inferior ou igual a 40 micrômetros (mícrons) De espessura inferior a 5 micrômetros (mícrons)"
39206219,"Plástico e suas obras.Outras chapas, folhas, películas, tiras e lâminas, de plástico não alveolar, não reforçadas nem estratificadas, sem suporte, nem associadas de forma semelhante a outras matérias.- De policarbonatos, de resinas alquídicas, de poliésteres alílicos ou de outros poliésteres:-- De poli(tereftalato de etileno) De espessura inferior ou igual a 40 micrômetros (mícrons) Outras"
3920629,"Plástico e suas obras.Outras chapas, folhas, películas, tiras e lâminas, de plástico não alveolar, não reforçadas nem estratificadas, sem suporte, nem associadas de forma semelhante a outras matérias.- De policarbonatos, de resinas alquídicas, de poliésteres alílicos ou de outros poliésteres:-- De poli(tereftalato de etileno) Outras"
39206291,"Plástico e suas obras.Outras chapas, folhas, películas, tiras e lâminas, de plástico não alveolar, não reforçadas nem estratificadas, sem suporte, nem associadas de forma semelhante a outras matérias.- De policarbonatos, de resinas alquídicas, de poliésteres alílicos ou de outros poliésteres:-- De poli(tereftalato de etileno) Outras Com largura superior a 12 cm, sem qualquer trabalho à superfície"
39206299,"Plástico e suas obras.Outras chapas, folhas, películas, tiras e lâminas, de plástico não alveolar, não reforçadas nem estratificadas, sem suporte, nem associadas de forma semelhante a outras matérias.- De policarbonatos, de resinas alquídicas, de poliésteres alílicos ou de outros poliésteres:-- De poli(tereftalato de etileno) Outras Outras"
39206300,"Plástico e suas obras.Outras chapas, folhas, películas, tiras e lâminas, de plástico não alveolar, não reforçadas nem estratificadas, sem suporte, nem associadas de forma semelhante a outras matérias.- De policarbonatos, de resinas alquídicas, de poliésteres alílicos ou de outros poliésteres:-- De poliésteres não saturados"
39206900,"Plástico e suas obras.Outras chapas, folhas, películas, tiras e lâminas, de plástico não alveolar, não reforçadas nem estratificadas, sem suporte, nem associadas de forma semelhante a outras matérias.- De policarbonatos, de resinas alquídicas, de poliésteres alílicos ou de outros poliésteres:-- De outros poliésteres"
39207,"Plástico e suas obras.Outras chapas, folhas, películas, tiras e lâminas, de plástico não alveolar, não reforçadas nem estratificadas, sem suporte, nem associadas de forma semelhante a outras matérias.- De celulose ou dos seus derivados químicos:"
39207100,"Plástico e suas obras.Outras chapas, folhas, películas, tiras e lâminas, de plástico não alveolar, não reforçadas nem estratificadas, sem suporte, nem associadas de forma semelhante a outras matérias.- De celulose ou dos seus derivados químicos:-- De celulose regenerada"
392073,"Plástico e suas obras.Outras chapas, folhas, películas, tiras e lâminas, de plástico não alveolar, não reforçadas nem estratificadas, sem suporte, nem associadas de forma semelhante a outras matérias.- De celulose ou dos seus derivados químicos:-- De acetatos de celulose"
39207310,"Plástico e suas obras.Outras chapas, folhas, películas, tiras e lâminas, de plástico não alveolar, não reforçadas nem estratificadas, sem suporte, nem associadas de forma semelhante a outras matérias.- De celulose ou dos seus derivados químicos:-- De acetatos de celulose De espessura inferior ou igual a 0,75 mm"
39207390,"Plástico e suas obras.Outras chapas, folhas, películas, tiras e lâminas, de plástico não alveolar, não reforçadas nem estratificadas, sem suporte, nem associadas de forma semelhante a outras matérias.- De celulose ou dos seus derivados químicos:-- De acetatos de celulose Outras"
392079,"Plástico e suas obras.Outras chapas, folhas, películas, tiras e lâminas, de plástico não alveolar, não reforçadas nem estratificadas, sem suporte, nem associadas de forma semelhante a outras matérias.- De celulose ou dos seus derivados químicos:-- De outros derivados da celulose"
39207910,"Plástico e suas obras.Outras chapas, folhas, películas, tiras e lâminas, de plástico não alveolar, não reforçadas nem estratificadas, sem suporte, nem associadas de forma semelhante a outras matérias.- De celulose ou dos seus derivados químicos:-- De outros derivados da celulose De fibra vulcanizada, de espessura inferior ou igual a 1 mm"
39207990,"Plástico e suas obras.Outras chapas, folhas, películas, tiras e lâminas, de plástico não alveolar, não reforçadas nem estratificadas, sem suporte, nem associadas de forma semelhante a outras matérias.- De celulose ou dos seus derivados químicos:-- De outros derivados da celulose Outros"
39209,"Plástico e suas obras.Outras chapas, folhas, películas, tiras e lâminas, de plástico não alveolar, não reforçadas nem estratificadas, sem suporte, nem associadas de forma semelhante a outras matérias.- De outro plástico:"
39209100,"Plástico e suas obras.Outras chapas, folhas, películas, tiras e lâminas, de plástico não alveolar, não reforçadas nem estratificadas, sem suporte, nem associadas de forma semelhante a outras matérias.- De outro plástico:-- De poli(butiral de vinila)"
39209200,"Plástico e suas obras.Outras chapas, folhas, películas, tiras e lâminas, de plástico não alveolar, não reforçadas nem estratificadas, sem suporte, nem associadas de forma semelhante a outras matérias.- De outro plástico:-- De poliamidas"
39209300,"Plástico e suas obras.Outras chapas, folhas, películas, tiras e lâminas, de plástico não alveolar, não reforçadas nem estratificadas, sem suporte, nem associadas de forma semelhante a outras matérias.- De outro plástico:-- De resinas amínicas"
39209400,"Plástico e suas obras.Outras chapas, folhas, películas, tiras e lâminas, de plástico não alveolar, não reforçadas nem estratificadas, sem suporte, nem associadas de forma semelhante a outras matérias.- De outro plástico:-- De resinas fenólicas"
392099,"Plástico e suas obras.Outras chapas, folhas, películas, tiras e lâminas, de plástico não alveolar, não reforçadas nem estratificadas, sem suporte, nem associadas de forma semelhante a outras matérias.- De outro plástico:-- De outro plástico"
39209910,"Plástico e suas obras.Outras chapas, folhas, películas, tiras e lâminas, de plástico não alveolar, não reforçadas nem estratificadas, sem suporte, nem associadas de forma semelhante a outras matérias.- De outro plástico:-- De outro plástico De silicone"
39209920,"Plástico e suas obras.Outras chapas, folhas, películas, tiras e lâminas, de plástico não alveolar, não reforçadas nem estratificadas, sem suporte, nem associadas de forma semelhante a outras matérias.- De outro plástico:-- De outro plástico De poli(álcool vinílico)"
39209930,"Plástico e suas obras.Outras chapas, folhas, películas, tiras e lâminas, de plástico não alveolar, não reforçadas nem estratificadas, sem suporte, nem associadas de forma semelhante a outras matérias.- De outro plástico:-- De outro plástico De polímeros de fluoreto de vinila"
39209940,"Plástico e suas obras.Outras chapas, folhas, películas, tiras e lâminas, de plástico não alveolar, não reforçadas nem estratificadas, sem suporte, nem associadas de forma semelhante a outras matérias.- De outro plástico:-- De outro plástico De poliimida"
39209950,"Plástico e suas obras.Outras chapas, folhas, películas, tiras e lâminas, de plástico não alveolar, não reforçadas nem estratificadas, sem suporte, nem associadas de forma semelhante a outras matérias.- De outro plástico:-- De outro plástico De poli(clorotrifluoretileno)"
39209990,"Plástico e suas obras.Outras chapas, folhas, películas, tiras e lâminas, de plástico não alveolar, não reforçadas nem estratificadas, sem suporte, nem associadas de forma semelhante a outras matérias.- De outro plástico:-- De outro plástico Outras"
3921,"Plástico e suas obras.Outras chapas, folhas, películas, tiras e lâminas, de plástico."
39211,"Plástico e suas obras.Outras chapas, folhas, películas, tiras e lâminas, de plástico.- Produtos alveolares:"
39211100,"Plástico e suas obras.Outras chapas, folhas, películas, tiras e lâminas, de plástico.- Produtos alveolares:-- De polímeros de estireno"
39211200,"Plástico e suas obras.Outras chapas, folhas, películas, tiras e lâminas, de plástico.- Produtos alveolares:-- De polímeros de cloreto de vinila"
392113,"Plástico e suas obras.Outras chapas, folhas, películas, tiras e lâminas, de plástico.- Produtos alveolares:-- De poliuretanos"
39211310,"Plástico e suas obras.Outras chapas, folhas, películas, tiras e lâminas, de plástico.- Produtos alveolares:-- De poliuretanos Com base poliéster, de células abertas, com um número de poros por decímetro linear igual ou superior a 24 e inferior ou igual a 157 (6 a 40 poros por polegada linear), com resistência à compressão 50 % (RC50) igual ou superior a 3,0 kPa e inferior ou igual a 6,0 kPa"
39211390,"Plástico e suas obras.Outras chapas, folhas, películas, tiras e lâminas, de plástico.- Produtos alveolares:-- De poliuretanos Outras"
39211400,"Plástico e suas obras.Outras chapas, folhas, películas, tiras e lâminas, de plástico.- Produtos alveolares:-- De celulose regenerada"
39211900,"Plástico e suas obras.Outras chapas, folhas, películas, tiras e lâminas, de plástico.- Produtos alveolares:-- De outro plástico"
392190,"Plástico e suas obras.Outras chapas, folhas, películas, tiras e lâminas, de plástico.- Outras"
3921901,"Plástico e suas obras.Outras chapas, folhas, películas, tiras e lâminas, de plástico.- Outras Estratificadas, reforçadas ou com suporte"
39219011,"Plástico e suas obras.Outras chapas, folhas, películas, tiras e lâminas, de plástico.- Outras Estratificadas, reforçadas ou com suporte De resina melamina-formaldeído"
39219012,"Plástico e suas obras.Outras chapas, folhas, películas, tiras e lâminas, de plástico.- Outras Estratificadas, reforçadas ou com suporte De polietileno, com reforço de napas de fibras de polietileno paralelizadas, superpostas entre si em ângulo de 90º e impregnadas com resinas"
39219013,"Plástico e suas obras.Outras chapas, folhas, películas, tiras e lâminas, de plástico.- Outras Estratificadas, reforçadas ou com suporte De copolímeros de tetrafluoretileno reforçadas com tecido de fibras de politetrafluoretileno, do tipo utilizado como membranas semipermeáveis em células de eletrólise"
39219019,"Plástico e suas obras.Outras chapas, folhas, películas, tiras e lâminas, de plástico.- Outras Estratificadas, reforçadas ou com suporte Outras"
39219020,"Plástico e suas obras.Outras chapas, folhas, películas, tiras e lâminas, de plástico.- Outras De poli(tereftalato de etileno), com camada antiestática à base de gelatina ou de látex em ambas as faces, mesmo com halogenetos de potássio"
39219090,"Plástico e suas obras.Outras chapas, folhas, películas, tiras e lâminas, de plástico.- Outras Outras"
3922,"Plástico e suas obras.Banheiras, boxes para chuveiros (polibãs*), pias, lavatórios, bidés, sanitários e seus assentos e tampas, caixas de descarga (autoclismos*) e artigos semelhantes para usos sanitários ou higiênicos, de plástico."
39221000,"Plástico e suas obras.Banheiras, boxes para chuveiros (polibãs*), pias, lavatórios, bidés, sanitários e seus assentos e tampas, caixas de descarga (autoclismos*) e artigos semelhantes para usos sanitários ou higiênicos, de plástico.- Banheiras, boxes para chuveiros (polibãs*), pias e lavatórios"
39222000,"Plástico e suas obras.Banheiras, boxes para chuveiros (polibãs*), pias, lavatórios, bidés, sanitários e seus assentos e tampas, caixas de descarga (autoclismos*) e artigos semelhantes para usos sanitários ou higiênicos, de plástico.- Assentos e tampas, de sanitários"
39229000,"Plástico e suas obras.Banheiras, boxes para chuveiros (polibãs*), pias, lavatórios, bidés, sanitários e seus assentos e tampas, caixas de descarga (autoclismos*) e artigos semelhantes para usos sanitários ou higiênicos, de plástico.- Outros"
3923,"Plástico e suas obras.Artigos de transporte ou de embalagem, de plástico; rolhas, tampas, cápsulas e outros dispositivos para fechar recipientes, de plástico."
392310,"Plástico e suas obras.Artigos de transporte ou de embalagem, de plástico; rolhas, tampas, cápsulas e outros dispositivos para fechar recipientes, de plástico.- Caixas, caixotes, engradados e artigos semelhantes"
39231010,"Plástico e suas obras.Artigos de transporte ou de embalagem, de plástico; rolhas, tampas, cápsulas e outros dispositivos para fechar recipientes, de plástico.- Caixas, caixotes, engradados e artigos semelhantes Estojos de plástico, do tipo utilizado para acondicionar discos para sistemas de leitura por raio laser"
39231090,"Plástico e suas obras.Artigos de transporte ou de embalagem, de plástico; rolhas, tampas, cápsulas e outros dispositivos para fechar recipientes, de plástico.- Caixas, caixotes, engradados e artigos semelhantes Outros"
39232,"Plástico e suas obras.Artigos de transporte ou de embalagem, de plástico; rolhas, tampas, cápsulas e outros dispositivos para fechar recipientes, de plástico.- Sacos de quaisquer dimensões, bolsas e cartuchos:"
392321,"Plástico e suas obras.Artigos de transporte ou de embalagem, de plástico; rolhas, tampas, cápsulas e outros dispositivos para fechar recipientes, de plástico.- Sacos de quaisquer dimensões, bolsas e cartuchos:-- De polímeros de etileno"
39232110,"Plástico e suas obras.Artigos de transporte ou de embalagem, de plástico; rolhas, tampas, cápsulas e outros dispositivos para fechar recipientes, de plástico.- Sacos de quaisquer dimensões, bolsas e cartuchos:-- De polímeros de etileno De capacidade inferior ou igual a 1.000 cm3"
39232190,"Plástico e suas obras.Artigos de transporte ou de embalagem, de plástico; rolhas, tampas, cápsulas e outros dispositivos para fechar recipientes, de plástico.- Sacos de quaisquer dimensões, bolsas e cartuchos:-- De polímeros de etileno Outros"
392329,"Plástico e suas obras.Artigos de transporte ou de embalagem, de plástico; rolhas, tampas, cápsulas e outros dispositivos para fechar recipientes, de plástico.- Sacos de quaisquer dimensões, bolsas e cartuchos:-- De outro plástico"
39232910,"Plástico e suas obras.Artigos de transporte ou de embalagem, de plástico; rolhas, tampas, cápsulas e outros dispositivos para fechar recipientes, de plástico.- Sacos de quaisquer dimensões, bolsas e cartuchos:-- De outro plástico De capacidade inferior ou igual a 1.000 cm3"
39232990,"Plástico e suas obras.Artigos de transporte ou de embalagem, de plástico; rolhas, tampas, cápsulas e outros dispositivos para fechar recipientes, de plástico.- Sacos de quaisquer dimensões, bolsas e cartuchos:-- De outro plástico Outros"
392330,"Plástico e suas obras.Artigos de transporte ou de embalagem, de plástico; rolhas, tampas, cápsulas e outros dispositivos para fechar recipientes, de plástico.- Garrafões, garrafas, frascos e artigos semelhantes"
39233010,"Plástico e suas obras.Artigos de transporte ou de embalagem, de plástico; rolhas, tampas, cápsulas e outros dispositivos para fechar recipientes, de plástico.- Garrafões, garrafas, frascos e artigos semelhantes Recipientes para gás liquefeito de petróleo (GLP)"
39233090,"Plástico e suas obras.Artigos de transporte ou de embalagem, de plástico; rolhas, tampas, cápsulas e outros dispositivos para fechar recipientes, de plástico.- Garrafões, garrafas, frascos e artigos semelhantes Outros"
39234000,"Plástico e suas obras.Artigos de transporte ou de embalagem, de plástico; rolhas, tampas, cápsulas e outros dispositivos para fechar recipientes, de plástico.- Bobinas, carretéis, canelas e suportes semelhantes"
39235000,"Plástico e suas obras.Artigos de transporte ou de embalagem, de plástico; rolhas, tampas, cápsulas e outros dispositivos para fechar recipientes, de plástico.- Rolhas, tampas, cápsulas e outros dispositivos para fechar recipientes"
392390,"Plástico e suas obras.Artigos de transporte ou de embalagem, de plástico; rolhas, tampas, cápsulas e outros dispositivos para fechar recipientes, de plástico.- Outros"
39239010,"Plástico e suas obras.Artigos de transporte ou de embalagem, de plástico; rolhas, tampas, cápsulas e outros dispositivos para fechar recipientes, de plástico.- Outros Paletes simples, paletes-caixas e outros estrados para carga; taipais de paletes"
39239090,"Plástico e suas obras.Artigos de transporte ou de embalagem, de plástico; rolhas, tampas, cápsulas e outros dispositivos para fechar recipientes, de plástico.- Outros Outros"
3924,"Plástico e suas obras.Serviços de mesa, artigos de cozinha, outros artigos de uso doméstico e artigos de higiene ou de toucador, de plástico."
39241000,"Plástico e suas obras.Serviços de mesa, artigos de cozinha, outros artigos de uso doméstico e artigos de higiene ou de toucador, de plástico.- Serviços de mesa e outros utensílios de mesa ou de cozinha"
39249000,"Plástico e suas obras.Serviços de mesa, artigos de cozinha, outros artigos de uso doméstico e artigos de higiene ou de toucador, de plástico.- Outros"
3925,"Plástico e suas obras.Artigos para apetrechamento de construções, de plástico, não especificados nem compreendidos noutras posições."
39251000,"Plástico e suas obras.Artigos para apetrechamento de construções, de plástico, não especificados nem compreendidos noutras posições.- Reservatórios, cisternas, cubas e recipientes análogos, de capacidade superior a 300 l"
39252000,"Plástico e suas obras.Artigos para apetrechamento de construções, de plástico, não especificados nem compreendidos noutras posições.- Portas, janelas e seus caixilhos, alizares e soleiras"
39253000,"Plástico e suas obras.Artigos para apetrechamento de construções, de plástico, não especificados nem compreendidos noutras posições.- Postigos, estores (incluindo as venezianas) e artigos semelhantes, e suas partes"
392590,"Plástico e suas obras.Artigos para apetrechamento de construções, de plástico, não especificados nem compreendidos noutras posições.- Outros"
39259010,"Plástico e suas obras.Artigos para apetrechamento de construções, de plástico, não especificados nem compreendidos noutras posições.- Outros De poliestireno expandido (EPS)"
39259090,"Plástico e suas obras.Artigos para apetrechamento de construções, de plástico, não especificados nem compreendidos noutras posições.- Outros Outros"
3926,Plástico e suas obras.Outras obras de plástico e obras de outras matérias das posições 39.01 a 39.14.
39261000,Plástico e suas obras.Outras obras de plástico e obras de outras matérias das posições 39.01 a 39.14.- Artigos de escritório e artigos escolares
39262000,"Plástico e suas obras.Outras obras de plástico e obras de outras matérias das posições 39.01 a 39.14.- Vestuário e seus acessórios (incluindo as luvas, mitenes e semelhantes)"
39263000,"Plástico e suas obras.Outras obras de plástico e obras de outras matérias das posições 39.01 a 39.14.- Guarnições para móveis, carroçarias ou semelhantes"
39264000,Plástico e suas obras.Outras obras de plástico e obras de outras matérias das posições 39.01 a 39.14.- Estatuetas e outros objetos de ornamentação
392690,Plástico e suas obras.Outras obras de plástico e obras de outras matérias das posições 39.01 a 39.14.- Outras
39269010,Plástico e suas obras.Outras obras de plástico e obras de outras matérias das posições 39.01 a 39.14.- Outras Arruelas (anilhas)
3926902,Plástico e suas obras.Outras obras de plástico e obras de outras matérias das posições 39.01 a 39.14.- Outras Correias de transmissão e correias transportadoras
39269021,Plástico e suas obras.Outras obras de plástico e obras de outras matérias das posições 39.01 a 39.14.- Outras Correias de transmissão e correias transportadoras De transmissão
39269022,Plástico e suas obras.Outras obras de plástico e obras de outras matérias das posições 39.01 a 39.14.- Outras Correias de transmissão e correias transportadoras Transportadoras
39269030,Plástico e suas obras.Outras obras de plástico e obras de outras matérias das posições 39.01 a 39.14.- Outras Bolsas para uso em medicina (hemodiálise e usos semelhantes)
39269040,Plástico e suas obras.Outras obras de plástico e obras de outras matérias das posições 39.01 a 39.14.- Outras Artigos de laboratório ou de farmácia
39269050,"Plástico e suas obras.Outras obras de plástico e obras de outras matérias das posições 39.01 a 39.14.- Outras Acessórios do tipo utilizado em linhas de sangue para hemodiálise, tais como: obturadores, incluindo os reguláveis (clamps), clipes e semelhantes"
3926906,Plástico e suas obras.Outras obras de plástico e obras de outras matérias das posições 39.01 a 39.14.- Outras Anéis de seção transversal circular (O-rings)
39269061,Plástico e suas obras.Outras obras de plástico e obras de outras matérias das posições 39.01 a 39.14.- Outras Anéis de seção transversal circular (O-rings) De tetrafluoretileno e éter perfluorometilvinil
